transaction_id,customer_id,date,category,amount,merchant,city,payment_method
499,1074,2024-01-12,Travel,1994.38,Caribbean Airlines,San Fernando,Mobile Payment
500,1016,2024-03-03,Dining,104.54,Starbucks,Arima,Credit Card
501,1021,2024-07-21,Health,1002.33,Trincity Medical,Arima,Mobile Payment
502,1022,2024-04-05,Shopping,564.46,Excellent Stores,Arima,Debit Card
503,1004,2024-05-31,Utilities,1007.81,Flow,Point Fortin,Mobile Payment
504,1007,2024-07-15,Dining,291.73,Starbucks,San Fernando,Debit Card
505,1080,2024-12-31,Groceries,731.04,Tru Valu,Point Fortin,Mobile Payment
506,1044,2024-05-18,Shopping,376.04,Courts,Chaguanas,Debit Card
507,1003,2024-08-29,Travel,1068.28,Caribbean Airlines,Point Fortin,Debit Card
508,1020,2024-12-02,Dining,497.48,Royal Castle,Point Fortin,Credit Card
509,1097,2024-07-17,Utilities,722.51,Flow,San Fernando,Debit Card
510,1030,2024-12-23,Shopping,730.39,PriceSmart,Point Fortin,Credit Card
511,1090,2024-10-15,Shopping,301.36,PriceSmart,San Fernando,Mobile Payment
512,1069,2024-09-08,Travel,95.17,Caribbean Airlines,Port of Spain,Debit Card
513,1077,2024-09-26,Utilities,966.42,T&TEC,Chaguanas,Debit Card
514,1016,2024-03-31,Shopping,1839.19,PriceSmart,Chaguanas,Credit Card
515,1002,2024-12-26,Entertainment,1836.1,TriniCinema,Port of Spain,Bank Transfer
516,1009,2024-12-05,Shopping,803.28,PriceSmart,Port of Spain,Bank Transfer
517,1038,2024-03-21,Shopping,1470.06,Excellent Stores,Arima,Mobile Payment
518,1083,2024-12-28,Shopping,1938.11,Excellent Stores,Tobago,Bank Transfer
519,1028,2024-06-06,Entertainment,1473.31,Cinemax,Chaguanas,Debit Card
520,1022,2024-10-20,Groceries,795.37,Xtra Foods,Point Fortin,Credit Card
521,1023,2024-04-23,Shopping,1286.5,PriceSmart,Port of Spain,Mobile Payment
522,1018,2024-02-09,Shopping,491.23,PriceSmart,Chaguanas,Debit Card
523,1081,2024-08-16,Dining,42.56,Starbucks,San Fernando,Debit Card
524,1088,2024-05-11,Dining,1578.3,Starbucks,Tobago,Credit Card
525,1006,2024-08-02,Health,1938.82,HealthNet,Arima,Mobile Payment
526,1048,2024-07-11,Shopping,220.83,PriceSmart,Arima,Debit Card
527,1020,2024-01-18,Fuel,603.92,NP Gas Station,Chaguanas,Bank Transfer
528,1013,2024-03-28,Dining,1778.1,Starbucks,San Fernando,Credit Card
529,1070,2024-10-31,Dining,1970.85,Starbucks,Arima,Credit Card
530,1055,2024-08-10,Entertainment,331.07,TriniCinema,Port of Spain,Bank Transfer
531,1026,2024-12-22,Utilities,1117.14,WASA,Tobago,Bank Transfer
532,1084,2024-05-01,Travel,209.91,Uber,Arima,Mobile Payment
533,1019,2024-01-02,Groceries,866.66,Tru Valu,Chaguanas,Mobile Payment
534,1025,2024-04-15,Dining,358.25,KFC,Chaguanas,Credit Card
535,1060,2024-07-22,Dining,952.47,Starbucks,Tobago,Bank Transfer
536,1011,2024-07-08,Health,1773.28,St. Clair Medical,Chaguanas,Debit Card
537,1057,2024-08-13,Groceries,940.81,Tru Valu,San Fernando,Bank Transfer
538,1072,2024-12-22,Groceries,1341.59,Massy Stores,Port of Spain,Bank Transfer
539,1069,2024-04-26,Health,1116.13,Trincity Medical,Arima,Mobile Payment
540,1068,2024-04-30,Fuel,963.0,Sol Gas,Port of Spain,Mobile Payment
541,1091,2024-10-19,Groceries,1802.9,Xtra Foods,Point Fortin,Debit Card
542,1015,2024-03-26,Fuel,1944.89,NP Gas Station,San Fernando,Debit Card
543,1005,2024-12-15,Health,882.08,St. Clair Medical,Tobago,Debit Card
544,1076,2024-02-04,Travel,192.31,Uber,Point Fortin,Mobile Payment
545,1070,2024-09-23,Shopping,927.15,Courts,Port of Spain,Mobile Payment
546,1014,2024-03-16,Health,1141.86,St. Clair Medical,Point Fortin,Credit Card
547,1013,2024-10-01,Dining,1762.67,Starbucks,Arima,Bank Transfer
548,1049,2024-11-07,Fuel,956.63,Sol Gas,San Fernando,Bank Transfer
549,1051,2024-11-07,Entertainment,1368.01,TriniCinema,Arima,Credit Card
550,1050,2024-05-01,Shopping,117.6,PriceSmart,Arima,Bank Transfer
551,1047,2024-06-04,Groceries,635.68,Tru Valu,Arima,Credit Card
552,1029,2024-08-14,Entertainment,1552.58,Cinemax,Chaguanas,Bank Transfer
553,1093,2024-11-26,Health,196.79,Trincity Medical,Arima,Debit Card
554,1052,2024-07-10,Fuel,1645.61,Sol Gas,Point Fortin,Debit Card
555,1008,2024-09-16,Travel,818.7,Hyatt,Point Fortin,Credit Card
556,1022,2024-01-30,Utilities,513.99,T&TEC,Arima,Credit Card
557,1046,2024-07-07,Utilities,1650.54,WASA,Point Fortin,Mobile Payment
558,1081,2024-05-03,Dining,757.48,KFC,Point Fortin,Mobile Payment
559,1022,2024-10-09,Fuel,712.52,Sol Gas,San Fernando,Bank Transfer
560,1095,2024-01-15,Dining,785.4,Starbucks,San Fernando,Debit Card
561,1028,2024-04-15,Utilities,552.79,Flow,Arima,Credit Card
562,1099,2024-03-08,Groceries,1301.8,Tru Valu,Point Fortin,Credit Card
563,1028,2024-06-05,Travel,1431.23,Hyatt,Tobago,Bank Transfer
564,1054,2024-08-23,Health,518.96,HealthNet,Arima,Bank Transfer
565,1086,2024-02-22,Health,34.55,Trincity Medical,Tobago,Bank Transfer
566,1071,2024-12-16,Travel,234.05,Uber,Port of Spain,Bank Transfer
567,1035,2024-05-13,Shopping,1319.12,Courts,Tobago,Bank Transfer
568,1024,2024-05-03,Entertainment,1801.38,TriniCinema,Point Fortin,Mobile Payment
569,1084,2024-03-12,Shopping,1448.14,PriceSmart,Tobago,Mobile Payment
570,1037,2024-07-26,Travel,788.78,Uber,Port of Spain,Debit Card
571,1043,2024-09-30,Utilities,1283.86,Flow,Arima,Bank Transfer
572,1064,2024-12-02,Travel,1755.46,Caribbean Airlines,San Fernando,Bank Transfer
573,1012,2024-05-12,Fuel,1455.87,NP Gas Station,Point Fortin,Debit Card
574,1087,2024-02-15,Shopping,460.06,PriceSmart,San Fernando,Bank Transfer
575,1053,2024-05-13,Shopping,1179.43,Courts,Arima,Credit Card
576,1060,2024-10-25,Groceries,1169.02,Xtra Foods,Point Fortin,Credit Card
577,1060,2024-03-02,Utilities,1737.65,Flow,Arima,Bank Transfer
578,1052,2024-03-11,Groceries,1984.85,Massy Stores,Chaguanas,Mobile Payment
579,1072,2024-06-10,Fuel,1727.54,NP Gas Station,San Fernando,Credit Card
580,1062,2024-03-31,Shopping,640.56,PriceSmart,Port of Spain,Credit Card
581,1057,2024-03-27,Travel,1161.03,Caribbean Airlines,San Fernando,Mobile Payment
582,1100,2024-11-10,Dining,878.75,Royal Castle,Arima,Mobile Payment
583,1054,2024-01-03,Fuel,94.7,Unipet,San Fernando,Bank Transfer
584,1001,2024-04-07,Shopping,55.47,PriceSmart,Port of Spain,Debit Card
585,1028,2024-03-07,Shopping,223.36,Courts,Point Fortin,Bank Transfer
586,1021,2024-06-01,Dining,1897.96,KFC,Arima,Bank Transfer
587,1055,2024-09-07,Entertainment,731.32,Cinemax,San Fernando,Debit Card
588,1051,2024-04-24,Groceries,1459.79,Massy Stores,San Fernando,Debit Card
589,1093,2024-09-15,Groceries,354.59,Xtra Foods,Chaguanas,Credit Card
590,1048,2024-11-15,Travel,116.2,Hyatt,Port of Spain,Credit Card
591,1083,2024-12-19,Groceries,249.26,Massy Stores,Arima,Mobile Payment
592,1015,2024-12-25,Travel,323.19,Uber,Tobago,Credit Card
593,1038,2024-02-21,Health,1331.72,Trincity Medical,Chaguanas,Debit Card
594,1053,2024-05-24,Dining,245.74,KFC,Port of Spain,Mobile Payment
595,1025,2024-09-24,Utilities,1946.78,WASA,Chaguanas,Mobile Payment
596,1037,2024-10-07,Entertainment,1002.78,MovieTowne,San Fernando,Mobile Payment
597,1042,2024-01-07,Utilities,1349.83,T&TEC,Port of Spain,Mobile Payment
598,1019,2024-02-21,Dining,1811.46,KFC,Tobago,Debit Card
599,1058,2024-08-25,Travel,119.16,Uber,San Fernando,Credit Card
600,1037,2024-06-09,Shopping,863.47,PriceSmart,Port of Spain,Credit Card
601,1097,2024-03-11,Groceries,1333.44,Massy Stores,San Fernando,Bank Transfer
602,1045,2024-05-17,Fuel,1759.38,Sol Gas,Port of Spain,Bank Transfer
603,1043,2024-07-24,Entertainment,812.5,MovieTowne,Arima,Bank Transfer
604,1049,2024-11-28,Fuel,1774.53,Unipet,San Fernando,Credit Card
605,1016,2024-02-23,Groceries,843.73,Massy Stores,Point Fortin,Mobile Payment
606,1072,2024-11-08,Fuel,771.91,NP Gas Station,Chaguanas,Credit Card
607,1087,2024-09-06,Entertainment,243.62,Cinemax,Arima,Mobile Payment
608,1005,2024-12-01,Dining,642.19,Starbucks,Tobago,Debit Card
609,1085,2024-09-24,Shopping,1382.72,PriceSmart,Point Fortin,Credit Card
610,1055,2024-06-26,Utilities,1334.15,WASA,Tobago,Mobile Payment
611,1019,2024-11-25,Groceries,1870.06,Massy Stores,Point Fortin,Mobile Payment
612,1063,2024-09-08,Entertainment,654.85,MovieTowne,Chaguanas,Bank Transfer
613,1006,2024-11-25,Utilities,769.7,Flow,San Fernando,Credit Card
614,1058,2024-08-17,Fuel,194.28,Sol Gas,Arima,Mobile Payment
615,1040,2024-11-30,Dining,55.18,Mario's,Arima,Mobile Payment
616,1004,2024-11-05,Groceries,1927.08,Massy Stores,Tobago,Bank Transfer
617,1065,2024-12-09,Utilities,923.29,Flow,Chaguanas,Bank Transfer
618,1006,2024-06-18,Utilities,1129.1,WASA,Point Fortin,Mobile Payment
619,1091,2024-08-19,Shopping,245.77,PriceSmart,Tobago,Debit Card
620,1000,2024-11-20,Shopping,1929.58,Courts,Chaguanas,Bank Transfer
621,1089,2024-03-25,Dining,995.0,KFC,Tobago,Mobile Payment
622,1013,2024-04-10,Travel,391.34,Hyatt,Arima,Debit Card
623,1058,2024-06-22,Utilities,233.38,Flow,Arima,Credit Card
624,1081,2024-08-22,Dining,1323.74,Mario's,Point Fortin,Debit Card
625,1063,2024-01-25,Groceries,1115.39,Xtra Foods,Arima,Mobile Payment
626,1065,2024-10-23,Entertainment,363.83,TriniCinema,San Fernando,Credit Card
627,1049,2024-07-15,Shopping,848.96,PriceSmart,Point Fortin,Debit Card
628,1035,2024-05-30,Health,916.63,HealthNet,San Fernando,Debit Card
629,1052,2024-10-07,Travel,1724.2,Hyatt,Tobago,Debit Card
630,1025,2024-12-31,Utilities,595.35,Flow,Chaguanas,Debit Card
631,1090,2024-10-04,Entertainment,1394.74,TriniCinema,Chaguanas,Credit Card
632,1097,2024-09-02,Shopping,1173.96,PriceSmart,Tobago,Mobile Payment
633,1086,2024-01-07,Travel,1055.01,Uber,Port of Spain,Mobile Payment
634,1018,2024-01-29,Groceries,415.81,Xtra Foods,San Fernando,Bank Transfer
635,1087,2024-02-01,Travel,1387.38,Caribbean Airlines,Chaguanas,Debit Card
636,1096,2024-08-19,Groceries,222.91,Tru Valu,Tobago,Debit Card
637,1095,2024-09-18,Health,1572.93,St. Clair Medical,Tobago,Bank Transfer
638,1088,2024-07-17,Groceries,844.8,Tru Valu,Tobago,Bank Transfer
639,1070,2024-05-08,Groceries,422.11,Massy Stores,Arima,Debit Card
640,1081,2024-10-06,Shopping,1482.13,PriceSmart,San Fernando,Debit Card
641,1037,2024-12-15,Fuel,167.45,NP Gas Station,San Fernando,Credit Card
642,1048,2024-05-22,Groceries,1122.07,Tru Valu,San Fernando,Debit Card
643,1074,2024-06-18,Travel,943.34,Caribbean Airlines,San Fernando,Credit Card
644,1019,2024-01-27,Shopping,1551.85,PriceSmart,Tobago,Bank Transfer
645,1062,2024-12-28,Shopping,649.36,Excellent Stores,San Fernando,Debit Card
646,1066,2024-07-31,Dining,1095.3,Royal Castle,Arima,Credit Card
647,1044,2024-12-05,Utilities,677.13,T&TEC,Chaguanas,Bank Transfer
648,1027,2024-11-28,Fuel,37.43,Sol Gas,Tobago,Bank Transfer
649,1057,2024-11-10,Utilities,1838.84,Flow,San Fernando,Credit Card
650,1087,2024-02-28,Shopping,784.03,Courts,Point Fortin,Bank Transfer
651,1003,2024-09-17,Shopping,902.2,PriceSmart,Port of Spain,Bank Transfer
652,1083,2024-09-20,Utilities,183.04,WASA,Port of Spain,Debit Card
653,1098,2024-02-03,Groceries,437.35,Xtra Foods,Tobago,Debit Card
654,1087,2024-04-15,Health,1084.75,St. Clair Medical,Tobago,Mobile Payment
655,1082,2024-01-13,Dining,929.27,Royal Castle,Chaguanas,Credit Card
656,1011,2024-04-01,Dining,1592.55,KFC,Point Fortin,Credit Card
657,1073,2024-07-27,Utilities,788.3,WASA,Tobago,Mobile Payment
658,1055,2024-07-18,Shopping,1353.13,Excellent Stores,Point Fortin,Credit Card
659,1082,2024-12-24,Dining,1699.54,KFC,Chaguanas,Credit Card
660,1037,2024-02-14,Travel,577.4,Hyatt,Arima,Mobile Payment
661,1050,2024-03-21,Groceries,1076.27,Tru Valu,San Fernando,Mobile Payment
662,1069,2024-03-14,Travel,610.15,Hyatt,Tobago,Bank Transfer
663,1001,2024-01-22,Entertainment,29.96,MovieTowne,Point Fortin,Mobile Payment
664,1068,2024-04-17,Dining,1501.63,Starbucks,Tobago,Bank Transfer
665,1027,2024-09-19,Health,302.06,Trincity Medical,San Fernando,Debit Card
666,1078,2024-02-28,Travel,379.09,Caribbean Airlines,Point Fortin,Credit Card
667,1096,2024-10-08,Fuel,164.83,Sol Gas,Tobago,Credit Card
668,1032,2024-10-24,Dining,984.64,Royal Castle,Chaguanas,Bank Transfer
669,1016,2024-05-25,Utilities,1246.64,T&TEC,San Fernando,Bank Transfer
670,1062,2024-11-11,Fuel,1325.66,Unipet,Tobago,Debit Card
671,1072,2024-08-07,Shopping,353.91,Courts,Chaguanas,Debit Card
672,1100,2024-11-24,Utilities,883.53,Flow,Chaguanas,Debit Card
673,1086,2024-08-24,Shopping,901.81,Courts,Chaguanas,Mobile Payment
674,1070,2024-11-26,Dining,1221.12,Royal Castle,Chaguanas,Debit Card
675,1068,2024-11-16,Utilities,171.4,WASA,Port of Spain,Credit Card
676,1064,2024-10-23,Groceries,822.17,Xtra Foods,Point Fortin,Debit Card
677,1004,2024-10-03,Travel,954.77,Hyatt,San Fernando,Bank Transfer
678,1050,2024-05-28,Utilities,285.08,Flow,Point Fortin,Credit Card
679,1050,2024-01-06,Shopping,1332.1,PriceSmart,Point Fortin,Debit Card
680,1096,2024-03-22,Entertainment,374.71,Cinemax,Point Fortin,Debit Card
681,1094,2024-01-21,Fuel,453.26,Unipet,Arima,Debit Card
682,1008,2024-04-29,Travel,104.76,Uber,San Fernando,Bank Transfer
683,1049,2024-01-24,Fuel,99.01,Unipet,Tobago,Bank Transfer
684,1013,2024-05-14,Travel,1165.69,Hyatt,Point Fortin,Debit Card
685,1048,2024-10-27,Health,1313.61,HealthNet,Port of Spain,Bank Transfer
686,1048,2024-07-26,Utilities,718.74,Flow,Chaguanas,Mobile Payment
687,1061,2024-03-12,Groceries,891.0,Xtra Foods,San Fernando,Credit Card
688,1065,2024-03-17,Travel,390.07,Caribbean Airlines,Chaguanas,Credit Card
689,1084,2024-06-18,Utilities,1446.11,WASA,Arima,Mobile Payment
690,1061,2024-03-23,Utilities,1301.57,Flow,Arima,Credit Card
691,1031,2024-10-20,Groceries,1192.85,Massy Stores,San Fernando,Credit Card
692,1073,2024-03-26,Entertainment,531.35,MovieTowne,San Fernando,Mobile Payment
693,1076,2024-12-04,Groceries,1646.18,Xtra Foods,Port of Spain,Debit Card
694,1057,2024-03-28,Fuel,454.34,Unipet,Arima,Debit Card
695,1074,2024-12-03,Entertainment,1031.39,TriniCinema,San Fernando,Bank Transfer
696,1058,2024-07-12,Dining,783.21,Royal Castle,Port of Spain,Credit Card
697,1025,2024-11-06,Health,210.67,St. Clair Medical,Arima,Credit Card
698,1100,2024-09-03,Dining,1325.6,KFC,Point Fortin,Credit Card
699,1099,2024-08-03,Health,753.35,Trincity Medical,Port of Spain,Mobile Payment
700,1029,2024-06-28,Fuel,1186.32,Unipet,Tobago,Credit Card
701,1054,2024-09-01,Entertainment,1536.4,Cinemax,Port of Spain,Bank Transfer
702,1076,2024-04-06,Health,30.83,HealthNet,Tobago,Credit Card
703,1073,2024-07-11,Dining,1316.0,KFC,Tobago,Bank Transfer
704,1052,2024-03-20,Shopping,863.62,Excellent Stores,Point Fortin,Bank Transfer
705,1033,2024-07-06,Health,1231.52,Trincity Medical,Tobago,Mobile Payment
706,1096,2024-10-09,Utilities,1571.9,WASA,Arima,Debit Card
707,1047,2024-06-06,Fuel,1163.75,Unipet,Tobago,Mobile Payment
708,1094,2024-03-01,Entertainment,1500.67,TriniCinema,Arima,Debit Card
709,1012,2024-07-24,Utilities,1576.44,Flow,Point Fortin,Credit Card
710,1020,2024-01-03,Health,1612.65,Trincity Medical,San Fernando,Mobile Payment
711,1076,2024-02-02,Health,540.92,St. Clair Medical,Chaguanas,Credit Card
712,1077,2024-07-15,Groceries,1862.76,Xtra Foods,Arima,Bank Transfer
713,1091,2024-11-23,Groceries,998.85,Massy Stores,Port of Spain,Debit Card
714,1084,2024-01-18,Travel,1572.24,Caribbean Airlines,Point Fortin,Debit Card
715,1078,2024-01-19,Entertainment,732.29,TriniCinema,Tobago,Credit Card
716,1020,2024-07-23,Dining,719.19,Starbucks,Arima,Mobile Payment
717,1075,2024-01-08,Utilities,1479.11,Flow,Port of Spain,Credit Card
718,1070,2024-10-13,Travel,1831.72,Hyatt,Chaguanas,Bank Transfer
719,1035,2024-04-09,Utilities,920.42,Flow,Arima,Credit Card
720,1033,2024-09-16,Entertainment,230.8,Cinemax,Port of Spain,Bank Transfer
721,1043,2024-10-02,Dining,1630.03,Starbucks,Point Fortin,Bank Transfer
722,1088,2024-10-15,Fuel,977.59,Unipet,San Fernando,Bank Transfer
723,1099,2024-08-23,Fuel,1795.12,Sol Gas,Port of Spain,Mobile Payment
724,1014,2024-07-14,Travel,1274.65,Caribbean Airlines,San Fernando,Debit Card
725,1040,2024-09-21,Health,1080.59,HealthNet,Tobago,Bank Transfer
726,1031,2024-07-23,Travel,1353.92,Caribbean Airlines,Chaguanas,Credit Card
727,1070,2024-06-09,Entertainment,720.01,Cinemax,Point Fortin,Bank Transfer
728,1023,2024-04-12,Utilities,485.03,WASA,San Fernando,Bank Transfer
729,1026,2024-05-07,Utilities,1675.94,T&TEC,Chaguanas,Debit Card
730,1099,2024-02-10,Dining,1358.11,KFC,Tobago,Mobile Payment
731,1078,2024-01-22,Groceries,1699.06,Xtra Foods,Chaguanas,Bank Transfer
732,1063,2024-04-03,Travel,1969.1,Uber,Point Fortin,Bank Transfer
733,1050,2024-03-06,Utilities,127.21,Flow,Arima,Mobile Payment
734,1069,2024-06-26,Groceries,799.56,Xtra Foods,Tobago,Debit Card
735,1058,2024-06-10,Dining,1384.64,Mario's,Port of Spain,Debit Card
736,1048,2024-07-04,Dining,1233.3,Starbucks,Chaguanas,Debit Card
737,1070,2024-05-17,Travel,953.26,Caribbean Airlines,Point Fortin,Bank Transfer
738,1046,2024-08-05,Entertainment,436.85,Cinemax,Tobago,Bank Transfer
739,1046,2024-08-18,Health,376.18,HealthNet,San Fernando,Debit Card
740,1012,2024-10-11,Travel,875.79,Caribbean Airlines,Arima,Debit Card
741,1018,2024-01-05,Entertainment,369.68,Cinemax,Arima,Debit Card
742,1080,2024-06-02,Shopping,516.93,Courts,Point Fortin,Credit Card
743,1050,2024-01-31,Dining,446.63,Royal Castle,Chaguanas,Mobile Payment
744,1080,2024-06-20,Dining,534.34,Mario's,Chaguanas,Bank Transfer
745,1044,2024-03-03,Groceries,715.16,Tru Valu,Tobago,Debit Card
746,1073,2024-06-30,Entertainment,663.68,Cinemax,Point Fortin,Mobile Payment
747,1099,2024-07-14,Fuel,1235.05,NP Gas Station,Arima,Debit Card
748,1021,2024-11-19,Shopping,1232.37,Courts,Arima,Credit Card
749,1010,2024-04-26,Entertainment,640.69,Cinemax,Tobago,Bank Transfer
